,Div,B365H,B365D,B365A,VCH,VCD,VCA
4732,E0,2.4,3.4,2.9,2.4,3.4,3.0
4733,E0,2.2,3.25,3.5,2.2,3.3,3.5
4734,E0,2.37,3.1,3.25,2.45,3.0,3.4
4735,E0,3.75,3.8,1.9,3.9,3.7,1.95
4736,E0,1.36,5.25,7.5,1.36,5.4,8.0
4737,E0,4.33,4.0,1.75,4.5,3.7,1.8
4738,E0,2.37,3.75,2.75,2.38,3.6,2.88
4739,E0,1.53,4.33,6.0,1.53,4.33,6.0
4740,E0,2.1,3.75,3.3,2.1,3.8,3.25
4741,E0,3.5,3.9,1.95,3.5,3.8,2.0
4742,E0,1.33,5.25,9.0,1.33,5.25,9.0
4743,E0,2.3,3.4,3.1,2.3,3.4,3.13
4744,E0,1.7,3.75,5.0,1.7,3.7,5.2
4745,E0,1.83,3.6,4.33,1.83,3.5,4.6
4746,E0,1.33,5.25,9.0,1.33,5.0,10.0
4747,E0,3.4,3.75,2.05,3.4,3.6,2.1
4748,E0,8.5,5.0,1.36,8.5,5.0,1.36
4749,E0,1.75,3.9,4.33,1.8,3.7,4.75
4750,E0,3.6,3.4,2.05,3.6,3.4,2.15
4751,E0,1.95,3.6,3.8,1.95,3.5,4.1
4752,E0,1.95,3.8,3.6,2.0,3.75,3.75
4753,E0,5.0,4.0,1.66,5.25,4.0,1.67
4754,E0,4.0,3.9,1.83,4.1,3.9,1.85
4755,E0,4.33,3.75,1.8,4.6,3.6,1.83
4756,E0,2.87,3.75,2.3,2.8,3.7,2.38
4757,E0,1.25,5.75,12.0,1.25,5.75,12.0
4758,E0,1.16,7.5,16.0,1.17,7.5,17.0
4759,E0,3.6,3.6,1.95,3.7,3.6,2.0
4760,E0,1.75,3.8,4.33,1.8,3.6,4.6
4761,E0,5.0,3.8,1.66,5.5,3.8,1.65
4762,E0,3.3,3.5,2.1,3.25,3.6,2.15
4763,E0,3.0,3.4,2.3,3.2,3.3,2.3
4764,E0,1.25,6.5,10.0,1.25,6.0,12.0
4765,E0,2.5,3.4,2.75,2.55,3.4,2.75
4766,E0,1.9,3.75,3.8,1.9,3.75,3.9
4767,E0,2.55,3.6,2.62,2.55,3.6,2.63
4768,E0,1.2,6.5,13.0,1.22,6.0,15.0
4769,E0,1.95,3.4,4.0,2.05,3.4,3.9
4770,E0,4.1,3.9,1.8,4.33,3.8,1.83
4771,E0,1.28,5.5,11.0,1.29,5.5,12.0
4772,E0,1.85,3.8,4.0,1.91,3.6,4.2
4773,E0,1.6,4.0,5.5,1.65,4.0,5.4
4774,E0,1.33,5.25,8.5,1.36,5.0,9.5
4775,E0,1.44,4.5,7.5,1.45,4.2,9.0
4776,E0,4.5,4.33,1.66,4.8,4.1,1.7
4777,E0,2.6,3.3,2.7,2.6,3.4,2.7
4778,E0,13.0,8.5,1.16,15.0,8.0,1.17
4779,E0,3.25,3.5,2.2,3.25,3.5,2.25
4780,E0,1.83,3.6,4.33,1.83,3.6,4.6
4781,E0,1.66,4.0,5.0,1.65,4.1,5.25
4782,E0,1.1,11.0,19.0,1.07,11.0,29.0
4783,E0,2.2,3.5,3.25,2.2,3.5,3.3
4784,E0,2.4,3.4,3.0,2.4,3.3,3.13
4785,E0,2.9,3.5,2.37,3.0,3.4,2.4
4786,E0,6.0,4.5,1.5,6.0,4.5,1.53
4787,E0,4.33,3.75,1.83,4.3,3.6,1.85
4788,E0,1.36,5.25,8.0,1.33,5.0,9.5
4789,E0,2.8,3.5,2.45,2.9,3.4,2.5
4790,E0,2.87,3.4,2.45,3.0,3.3,2.5
4791,E0,2.7,3.25,2.7,2.75,3.13,2.8
4792,E0,1.55,4.1,6.0,1.6,3.9,6.25
4793,E0,7.0,5.0,1.4,8.0,4.8,1.4
4794,E0,1.72,3.9,4.5,1.73,3.9,4.8
4795,E0,1.53,4.33,6.0,1.53,4.4,6.25
4796,E0,1.4,5.0,7.5,1.4,4.8,8.0
4797,E0,1.36,4.75,9.0,1.4,4.5,9.0
4798,E0,5.75,3.8,1.61,5.5,4.0,1.62
4799,E0,8.5,5.5,1.33,9.5,5.4,1.33
4800,E0,2.5,3.6,2.7,2.55,3.6,2.7
4801,E0,2.1,3.6,3.3,2.15,3.5,3.5
4802,E0,3.1,3.1,2.5,3.1,3.0,2.6
4803,E0,1.25,6.0,12.0,1.29,5.75,11.5
4804,E0,2.2,3.4,3.3,2.2,3.4,3.4
4805,E0,2.75,3.3,2.62,2.75,3.3,2.7
4806,E0,2.6,3.3,2.75,2.55,3.4,2.8
4807,E0,2.25,3.25,3.4,2.25,3.25,3.5
4808,E0,3.6,3.6,2.0,3.8,3.5,2.0
4809,E0,5.5,4.6,1.53,5.75,4.5,1.53
4810,E0,1.61,3.8,6.0,1.65,3.75,6.0
4811,E0,2.1,3.4,3.6,2.15,3.4,3.6
4812,E0,1.66,3.6,5.75,1.7,3.5,5.75
4813,E0,2.5,3.3,2.87,2.55,3.3,2.9
4814,E0,1.75,3.8,4.75,1.75,3.7,5.0
4815,E0,11.0,6.25,1.25,10.5,5.75,1.3
4816,E0,4.0,3.8,1.85,4.1,3.75,1.85
4817,E0,1.4,4.75,8.0,1.4,4.5,8.5
4818,E0,1.85,3.5,4.5,1.85,3.6,4.33
4819,E0,1.12,9.5,17.0,1.14,9.0,19.0
4820,E0,1.72,4.0,4.5,1.73,3.9,5.0
4821,E0,2.1,3.3,3.7,2.15,3.25,3.75
4822,E0,1.95,3.4,4.2,1.95,3.2,4.6
4823,E0,1.95,3.4,4.2,1.95,3.3,4.5
4824,E0,1.61,4.33,5.0,1.62,4.2,5.5
4825,E0,4.5,4.2,1.7,4.6,4.1,1.73
4826,E0,1.6,3.9,6.0,1.6,3.9,6.0
4827,E0,1.5,4.2,7.0,1.5,4.2,7.0
4828,E0,2.0,3.6,3.7,2.0,3.6,3.6
4829,E0,1.16,8.0,15.0,1.15,7.5,19.0
4830,E0,4.33,4.1,1.72,5.0,4.0,1.7
4831,E0,2.05,3.25,3.9,2.15,3.2,3.8
4832,E0,4.75,3.8,1.72,4.8,3.8,1.75
4833,E0,2.62,3.1,2.9,2.7,3.1,2.9
4834,E0,2.65,3.6,2.5,2.75,3.5,2.6
4835,E0,8.0,4.75,1.4,7.5,4.6,1.44
4836,E0,2.5,3.25,2.9,2.5,3.3,2.88
4837,E0,2.45,3.2,3.0,2.45,3.13,3.1
4838,E0,1.22,6.5,13.0,1.25,6.0,13.0
4839,E0,1.57,4.4,5.5,1.55,4.33,6.0
4840,E0,2.55,3.2,2.9,2.55,3.1,3.1
4841,E0,1.65,3.75,5.75,1.65,3.7,6.0
4842,E0,1.61,4.1,5.25,1.67,3.9,5.5
4843,E0,1.61,3.9,5.75,1.65,3.8,6.0
4844,E0,2.7,3.3,2.62,2.7,3.25,2.75
4845,E0,1.8,3.9,4.2,1.83,3.75,4.2
4846,E0,5.0,4.33,1.6,5.0,4.1,1.65
4847,E0,1.36,5.25,8.0,1.36,5.0,8.5
4848,E0,3.2,3.4,2.25,3.3,3.3,2.25
4849,E0,1.36,5.25,7.5,1.33,5.5,9.0
4850,E0,2.8,3.5,2.45,2.8,3.4,2.55
4851,E0,3.0,3.4,2.37,3.0,3.4,2.4
4852,E0,3.6,3.5,2.05,3.6,3.5,2.1
4853,E0,3.1,3.25,2.37,3.0,3.4,2.4
4854,E0,3.6,3.4,2.1,3.6,3.4,2.15
4855,E0,2.45,3.2,3.0,2.5,3.25,3.0
4856,E0,3.3,3.1,2.37,3.4,3.0,2.38
4857,E0,6.0,4.5,1.5,6.5,4.4,1.5
4858,E0,6.0,4.2,1.55,5.75,4.2,1.57
4859,E0,1.12,9.0,15.0,1.11,9.0,26.0
4860,E0,1.6,4.0,5.75,1.62,3.9,6.0
4861,E0,1.66,4.0,5.0,1.67,4.0,5.25
4862,E0,1.4,4.5,8.5,1.44,4.2,9.0
4863,E0,2.3,3.3,3.2,2.38,3.3,3.2
4864,E0,3.9,3.6,1.9,4.0,3.6,1.95
4865,E0,1.55,4.0,6.0,1.57,3.9,6.5
4866,E0,1.22,6.5,13.0,1.25,6.0,13.0
4867,E0,3.0,3.25,2.45,3.0,3.2,2.5
4868,E0,2.6,3.5,2.62,2.63,3.5,2.63
4869,E0,4.0,4.0,1.8,4.4,4.0,1.75
4870,E0,4.6,3.7,1.75,5.0,3.6,1.8
4871,E0,2.5,3.3,2.87,2.5,3.3,2.9
4872,E0,2.25,3.2,3.4,2.25,3.1,3.5
4873,E0,6.0,3.8,1.61,7.0,3.9,1.57
4874,E0,1.44,4.75,7.0,1.44,4.6,7.5
4875,E0,2.4,3.1,3.2,2.4,3.1,3.3
4876,E0,2.5,3.3,2.9,2.55,3.25,2.9
4877,E0,5.5,4.33,1.57,6.0,4.2,1.57
4878,E0,4.2,3.4,1.95,4.2,3.4,1.93
4879,E0,2.05,3.9,3.3,2.1,3.75,3.3
4880,E0,3.3,3.4,2.2,3.5,3.3,2.2
4881,E0,1.66,3.6,5.75,1.67,3.6,6.0
4882,E0,1.16,7.5,17.0,1.17,7.5,20.0
4883,E0,2.25,3.4,3.25,2.3,3.3,3.3
4884,E0,1.4,4.75,8.0,1.44,4.6,8.0
4885,E0,2.9,3.0,2.7,2.9,2.9,2.75
4886,E0,2.6,3.3,2.75,2.63,3.25,2.75
4887,E0,1.33,5.5,8.5,1.33,5.5,9.0
4888,E0,8.5,6.0,1.3,10.0,5.5,1.3
4889,E0,2.1,3.5,3.4,2.1,3.5,3.5
4890,E0,8.5,4.5,1.4,9.0,4.5,1.4
4891,E0,1.7,3.75,5.0,1.75,3.6,5.25
4892,E0,2.3,3.5,3.0,2.4,3.4,3.0
4893,E0,1.12,9.0,21.0,1.12,9.0,29.0
4894,E0,3.8,3.2,2.1,4.1,3.1,2.1
4895,E0,2.0,3.4,3.9,2.0,3.4,4.0
4896,E0,6.0,4.33,1.53,6.5,4.2,1.55
4897,E0,5.25,3.8,1.66,5.0,4.0,1.67
4898,E0,2.05,3.5,3.6,2.05,3.5,3.6
4899,E0,9.0,5.25,1.33,10.0,5.0,1.33
4900,E0,3.75,3.75,1.95,3.8,3.6,2.0
4901,E0,1.8,3.6,4.5,1.83,3.5,4.8
4902,E0,1.22,6.5,12.0,1.22,6.5,13.0
4903,E0,6.0,3.8,1.6,6.5,3.9,1.6
4904,E0,10.0,5.5,1.28,12.0,5.5,1.29
4905,E0,2.05,3.3,3.8,2.0,3.2,4.2
4906,E0,2.25,3.3,3.3,2.25,3.3,3.3
4907,E0,2.62,3.4,2.7,2.6,3.4,2.7
4908,E0,5.25,3.8,1.66,5.25,3.75,1.7
4909,E0,1.3,5.5,10.0,1.29,5.5,11.0
4910,E0,1.12,9.5,17.0,1.12,10.0,21.0
4911,E0,4.5,3.3,1.9,4.8,3.25,1.9
4912,E0,1.14,8.5,17.0,1.15,8.5,17.0
4913,E0,4.6,3.8,1.75,4.6,3.7,1.8
4914,E0,3.8,3.8,1.9,3.9,3.9,1.9
4915,E0,2.0,3.5,3.75,2.0,3.5,3.8
4916,E0,2.05,3.25,3.9,2.0,3.3,4.1
4917,E0,9.5,4.75,1.36,10.5,5.0,1.33
4918,E0,2.15,3.3,3.5,2.15,3.25,3.6
4919,E0,2.4,3.0,3.3,2.4,3.1,3.2
4920,E0,3.2,3.4,2.25,3.4,3.3,2.25
4921,E0,2.4,3.6,2.8,2.38,3.5,2.9
4922,E0,2.25,3.3,3.25,2.3,3.3,3.2
4923,E0,1.9,3.4,4.33,1.91,3.4,4.33
4924,E0,2.2,3.25,3.5,2.15,3.2,3.7
4925,E0,1.5,4.0,7.5,1.5,3.9,8.0
4926,E0,8.5,5.5,1.33,10.0,5.75,1.3
4927,E0,3.3,3.6,2.1,3.3,3.7,2.15
4928,E0,1.22,6.5,11.0,1.22,6.5,13.0
4929,E0,2.0,3.75,3.5,2.05,3.75,3.4
4930,E0,1.9,3.8,3.8,1.9,3.8,3.8
4931,E0,2.37,3.4,3.0,2.3,3.4,3.13
4932,E0,1.85,3.8,4.0,1.83,3.75,4.2
4933,E0,6.0,4.2,1.55,6.5,4.1,1.53
4934,E0,2.25,3.7,3.0,2.25,3.7,3.0
4935,E0,3.25,3.5,2.2,3.2,3.4,2.25
4936,E0,1.08,11.0,26.0,1.05,13.0,34.0
4937,E0,7.5,5.25,1.36,8.0,4.8,1.4
4938,E0,2.15,3.5,3.3,2.15,3.4,3.4
4939,E0,3.0,3.6,2.3,3.1,3.6,2.25
4940,E0,6.0,4.33,1.53,6.5,4.2,1.55
4941,E0,3.1,3.25,2.37,3.2,3.2,2.4
4942,E0,1.28,6.0,9.5,1.3,5.75,10.5
4943,E0,2.15,3.4,3.4,2.15,3.4,3.6
4944,E0,3.8,3.6,1.95,4.0,3.5,1.95
4945,E0,1.83,3.6,4.33,1.87,3.5,4.33
4946,E0,5.0,4.33,1.61,5.25,3.9,1.65
4947,E0,3.25,3.1,2.37,3.4,3.0,2.38
4948,E0,1.5,4.2,6.5,1.5,4.2,7.0
4949,E0,1.61,3.9,5.75,1.62,3.9,6.0
4950,E0,1.3,5.5,9.5,1.33,5.25,10.0
4951,E0,1.53,4.5,5.5,1.55,4.33,6.0
4952,E0,3.0,3.3,2.37,3.13,3.3,2.38
4953,E0,2.6,3.1,2.87,2.63,3.1,2.88
4954,E0,3.1,3.6,2.2,3.2,3.7,2.15
4955,E0,1.61,4.0,5.5,1.6,3.9,6.0
4956,E0,2.7,3.1,2.75,2.7,3.13,2.8
4957,E0,6.5,4.33,1.5,6.5,4.33,1.5
4958,E0,4.75,3.75,1.72,4.8,3.75,1.73
4959,E0,3.75,3.25,2.1,3.75,3.25,2.1
4960,E0,9.0,4.75,1.36,9.0,5.0,1.36
4961,E0,3.2,3.3,2.3,3.25,3.25,2.3
4962,E0,2.7,3.3,2.62,2.75,3.3,2.6
4963,E0,1.45,4.5,7.0,1.44,4.5,7.5
4964,E0,1.28,6.0,9.5,1.29,5.75,10.0
4965,E0,3.6,3.5,2.05,3.7,3.2,2.15
4966,E0,2.9,3.25,2.5,2.88,3.25,2.55
4967,E0,1.45,4.75,6.5,1.45,4.6,6.5
4968,E0,1.4,4.75,8.0,1.4,4.75,8.0
4969,E0,1.72,3.75,4.8,1.73,3.8,4.8
4970,E0,7.5,5.25,1.36,7.5,5.5,1.36
4971,E0,2.4,3.2,3.1,2.4,3.13,3.2
4972,E0,1.61,4.2,5.25,1.65,4.1,5.0
4973,E0,1.72,3.8,4.75,1.73,3.8,4.75
4974,E0,1.57,4.0,6.0,1.55,4.0,6.5
4975,E0,1.5,4.0,7.5,1.5,4.0,7.5
4976,E0,1.85,3.8,4.0,1.9,3.6,4.1
4977,E0,10.0,5.5,1.3,10.0,5.5,1.3
4978,E0,3.75,4.2,1.83,3.75,4.0,1.87
4979,E0,1.45,4.75,6.5,1.5,4.5,6.0
4980,E0,1.44,5.0,6.5,1.5,4.75,6.0
4981,E0,4.75,4.0,1.66,5.0,3.9,1.67
4982,E0,2.1,3.3,3.7,2.05,3.25,3.9
4983,E0,2.62,3.3,2.7,2.7,3.13,2.75
4984,E0,1.57,4.33,5.5,1.6,4.2,5.25
4985,E0,1.83,3.8,4.1,1.85,3.8,4.0
4986,E0,2.45,3.3,2.9,2.45,3.2,3.0
4987,E0,2.5,3.3,2.87,2.5,3.25,2.9
4988,E0,2.05,3.75,3.3,2.1,3.7,3.3
4989,E0,8.0,5.25,1.36,7.5,5.0,1.4
4990,E0,2.75,3.1,2.7,2.75,3.13,2.75
4991,E0,2.37,3.6,2.8,2.4,3.6,2.8
4992,E0,1.22,6.5,12.0,1.25,6.0,13.0
4993,E0,2.75,3.4,2.55,2.75,3.5,2.5
4994,E0,1.75,3.5,5.25,1.75,3.5,5.25
4995,E0,1.9,3.75,3.8,1.91,3.7,3.9
4996,E0,1.7,4.0,4.75,1.73,3.8,4.8
4997,E0,5.75,4.0,1.6,6.0,3.9,1.6
4998,E0,2.0,3.2,4.33,2.05,3.1,4.2
4999,E0,9.5,6.0,1.28,10.0,5.75,1.29
5000,E0,6.0,4.5,1.5,6.5,4.33,1.5
5001,E0,1.36,5.25,7.5,1.36,5.25,7.5
5002,E0,2.45,3.5,2.8,2.4,3.6,2.8
5003,E0,3.7,3.4,2.05,3.5,3.5,2.05
5004,E0,2.0,3.6,3.6,2.05,3.6,3.5
5005,E0,1.61,4.0,5.5,1.62,4.2,5.25
5006,E0,2.4,3.3,3.0,2.45,3.25,3.0
5007,E0,2.5,3.6,2.62,2.63,3.5,2.63
5008,E0,1.85,3.5,4.33,1.83,3.5,4.6
5009,E0,2.0,3.6,3.7,2.0,3.6,3.7
5010,E0,2.9,3.5,2.37,2.9,3.5,2.38
5011,E0,2.87,3.4,2.45,3.0,3.3,2.45
5012,E0,1.36,5.0,8.5,1.36,4.8,9.0
5013,E0,1.83,3.75,4.2,1.8,3.7,4.5
5014,E0,7.0,4.33,1.45,7.0,4.4,1.5
5015,E0,2.3,3.2,3.25,2.38,3.13,3.25
5016,E0,1.95,4.2,3.4,2.0,3.9,3.4
5017,E0,1.65,4.1,5.0,1.67,4.0,5.0
5018,E0,6.5,4.75,1.45,7.0,4.5,1.45
5019,E0,2.15,3.6,3.2,2.15,3.5,3.3
5020,E0,4.0,4.0,1.8,4.2,3.9,1.8
5021,E0,1.3,5.5,9.5,1.33,5.0,10.0
5022,E0,3.9,3.9,1.85,4.1,3.7,1.87
5023,E0,3.0,3.25,2.4,3.0,3.2,2.45
5024,E0,3.0,3.75,2.2,3.13,3.6,2.2
5025,E0,1.85,4.0,3.8,1.9,3.8,3.9
5026,E0,2.75,3.1,2.75,2.75,3.1,2.75
5027,E0,2.3,3.25,3.25,2.38,3.2,3.2
5028,E0,2.05,3.25,3.75,2.15,3.13,3.8
5029,E0,5.5,4.2,1.57,5.5,4.33,1.57
5030,E0,1.16,7.5,16.0,1.14,8.0,19.0
5031,E0,1.95,3.8,3.6,2.0,3.7,3.6
5032,E0,2.6,3.2,2.8,2.6,3.13,2.9
5033,E0,4.0,3.5,1.95,3.75,3.5,2.0
5034,E0,2.05,3.5,3.6,2.05,3.6,3.5
5035,E0,2.05,3.4,3.75,2.15,3.13,3.75
5036,E0,1.5,4.33,6.5,1.5,4.33,6.5
5037,E0,2.25,3.6,3.0,2.3,3.5,3.0
5038,E0,4.0,3.5,1.9,4.1,3.5,1.93
5039,E0,1.1,11.0,19.0,1.1,10.0,26.0
5040,E0,3.6,3.6,2.0,3.6,3.6,2.0
5041,E0,1.5,4.5,6.0,1.5,4.6,6.0
5042,E0,2.87,3.2,2.55,2.88,3.13,2.6
5043,E0,3.8,3.5,1.95,3.9,3.4,2.0
5044,E0,1.95,3.6,3.8,1.95,3.5,3.9
5045,E0,1.5,4.33,6.5,1.5,4.33,6.5
5046,E0,2.45,3.4,2.9,2.5,3.3,2.88
5047,E0,2.15,3.7,3.1,2.15,3.75,3.13
5048,E0,2.25,3.25,3.25,2.3,3.3,3.2
5049,E0,2.45,3.2,3.0,2.45,3.2,3.0
5050,E0,4.33,4.2,1.72,4.75,4.0,1.7
5051,E0,4.33,4.2,1.7,4.5,4.0,1.73
5052,E0,1.7,3.75,5.0,1.7,3.7,5.25
5053,E0,4.5,3.9,1.72,4.8,3.7,1.75
5054,E0,9.0,5.5,1.3,8.0,5.25,1.36
5055,E0,1.53,4.2,6.25,1.53,4.1,6.5
5056,E0,2.0,3.5,3.8,2.0,3.5,3.8
5057,E0,5.25,3.8,1.66,5.75,3.7,1.65
5058,E0,1.09,11.0,21.0,1.08,11.0,29.0
5059,E0,2.25,3.5,3.1,2.2,3.5,3.2
5060,E0,1.75,4.0,4.33,1.75,3.8,4.5
5061,E0,2.15,3.6,3.25,2.2,3.6,3.13
5062,E0,2.87,3.3,2.5,2.9,3.3,2.5
5063,E0,1.75,3.8,4.5,1.75,3.9,4.4
5064,E0,2.05,3.4,3.6,2.1,3.4,3.6
5065,E0,1.75,3.8,4.5,1.73,3.75,4.8
5066,E0,7.0,4.6,1.44,7.5,4.4,1.44
5067,E0,6.5,4.33,1.5,6.5,4.33,1.5
5068,E0,7.0,4.5,1.44,7.0,4.6,1.45
5069,E0,2.45,3.5,2.8,2.38,3.4,3.0
5070,E0,2.5,3.25,2.9,2.55,3.2,2.88
5071,E0,1.65,3.75,5.5,1.7,3.5,5.75
5072,E0,2.05,3.5,3.6,2.05,3.5,3.6
5073,E0,1.66,4.33,4.5,1.67,4.2,4.75
5074,E0,3.6,3.8,1.95,3.7,3.6,2.0
5075,E0,3.5,3.25,2.2,3.7,3.0,2.25
5076,E0,1.44,5.0,6.25,1.45,4.6,7.0
5077,E0,2.9,3.6,2.3,3.0,3.6,2.3
5078,E0,1.9,3.75,3.8,1.91,3.6,4.0
5079,E0,3.2,3.3,2.3,3.25,3.4,2.25
5080,E0,4.0,3.6,1.9,4.2,3.6,1.87
5081,E0,1.11,10.0,19.0,1.1,10.0,23.0
5082,E0,4.2,3.6,1.85,4.4,3.5,1.85
5083,E0,1.72,4.0,4.33,1.73,4.0,4.6
5084,E0,2.3,3.4,3.1,2.3,3.4,3.1
5085,E0,1.11,10.0,19.0,1.14,8.0,20.0
5086,E0,3.6,3.25,2.15,3.6,3.25,2.15
5087,E0,3.75,3.5,2.0,3.8,3.5,2.0
5088,E0,1.61,4.2,5.0,1.67,4.2,4.75
5089,E0,3.25,3.5,2.2,3.3,3.3,2.25
5090,E0,2.37,3.1,3.25,2.38,3.1,3.25
5091,E0,2.1,3.6,3.4,2.15,3.4,3.4
5092,E0,3.6,3.6,2.0,3.5,3.75,2.0
5093,E0,1.53,4.2,6.25,1.55,4.0,6.5
5094,E0,12.0,6.0,1.25,11.5,6.0,1.25
5095,E0,2.1,3.5,3.5,2.1,3.4,3.6
5096,E0,1.72,4.2,4.2,1.7,4.1,4.6
5097,E0,1.75,4.1,4.2,1.75,4.1,4.1
5098,E0,1.95,3.5,3.9,2.0,3.25,4.1
5099,E0,2.62,3.25,2.75,2.7,3.0,2.9
5100,E0,5.75,4.0,1.57,6.0,4.0,1.57
5101,E0,5.25,4.2,1.61,5.5,3.8,1.65
5102,E0,3.0,3.7,2.2,3.1,3.7,2.2
5103,E0,5.0,4.33,1.61,5.0,4.1,1.65
5104,E0,2.45,3.1,3.1,2.45,3.0,3.25
5105,E0,7.0,4.5,1.45,7.5,4.5,1.44
5106,E0,2.45,3.1,3.1,2.45,3.1,3.1
5107,E0,1.14,8.5,16.0,1.15,7.5,19.0
5108,E0,1.36,5.0,8.5,1.4,4.75,8.0
5109,E0,1.53,4.0,6.5,1.53,4.1,6.5
5110,E0,1.6,3.5,7.0,1.6,3.7,6.5
5111,E0,2.1,3.5,3.4,2.15,3.6,3.3
5112,E0,1.8,3.5,4.75,1.8,3.5,4.75
5113,E0,6.5,4.33,1.5,6.5,4.1,1.53
5114,E0,1.8,3.75,4.5,1.8,3.7,4.6
5115,E0,6.25,3.75,1.6,6.0,3.8,1.62
5116,E0,1.95,3.8,3.6,1.95,3.75,3.7
5117,E0,1.14,8.5,17.0,1.14,8.0,19.0
5118,E0,1.4,4.5,8.0,1.44,4.5,8.0
5119,E0,1.57,4.2,5.5,1.55,4.0,6.5
5120,E0,2.87,3.4,2.45,2.8,3.4,2.5
5121,E0,1.22,6.5,12.0,1.25,6.0,12.0
5122,E0,6.0,4.33,1.53,6.5,4.2,1.53
5123,E0,1.18,7.5,15.0,1.18,7.0,17.0
5124,E0,1.45,4.75,6.5,1.5,4.33,6.5
5125,E0,3.1,3.25,2.37,3.13,3.2,2.4
5126,E0,3.9,3.8,1.85,3.9,3.75,1.9
5127,E0,3.5,3.6,2.05,3.5,3.6,2.05
5128,E0,15.0,7.5,1.18,18.0,7.0,1.18
5129,E0,3.8,3.5,1.95,3.8,3.5,2.0
5130,E0,1.6,4.2,5.25,1.6,3.9,6.0
5131,E0,2.05,3.4,3.75,2.05,3.3,3.8
5132,E0,2.8,3.3,2.55,2.8,3.25,2.6
5133,E0,1.25,6.0,11.0,1.29,5.5,12.0
5134,E0,3.2,3.6,2.2,3.25,3.5,2.2
5135,E0,1.55,4.0,6.5,1.57,3.9,6.5
5136,E0,2.87,3.2,2.55,3.0,3.0,2.6
5137,E0,1.12,9.0,18.0,1.13,9.0,21.0
5138,E0,3.3,3.2,2.3,3.3,3.2,2.3
5139,E0,2.8,3.5,2.45,2.8,3.4,2.5
5140,E0,2.8,3.6,2.37,2.88,3.5,2.4
5141,E0,1.33,5.0,9.5,1.33,5.25,9.0
5142,E0,1.8,4.0,4.2,1.8,3.9,4.2
5143,E0,4.33,4.0,1.75,4.33,3.8,1.8
5144,E0,3.2,3.4,2.25,3.1,3.25,2.38
5145,E0,2.0,3.3,4.0,2.05,3.2,4.0
5146,E0,3.6,3.3,2.1,3.7,3.2,2.15
5147,E0,1.4,4.75,7.0,1.4,4.8,7.5
5148,E0,2.8,3.2,2.6,2.9,3.13,2.6
5149,E0,13.0,7.0,1.2,13.0,7.0,1.2
5150,E0,4.0,3.5,1.9,4.1,3.4,1.95
5151,E0,2.5,3.5,2.7,2.45,3.6,2.75
5152,E0,2.2,3.4,3.25,2.15,3.5,3.3
5153,E0,1.33,5.25,9.0,1.36,5.0,9.0
5154,E0,3.5,3.4,2.1,3.4,3.4,2.15
5155,E0,2.62,3.5,2.6,2.55,3.6,2.6
5156,E0,3.6,3.1,2.2,3.6,3.13,2.2
5157,E0,3.0,3.3,2.4,2.9,3.3,2.5
5158,E0,3.6,3.5,2.05,3.6,3.4,2.1
5159,E0,1.53,4.2,6.0,1.55,4.2,6.0
5160,E0,1.45,4.5,7.0,1.44,4.5,7.5
5161,E0,3.5,3.4,2.1,3.6,3.25,2.15
5162,E0,3.4,3.6,2.05,3.4,3.6,2.1
5163,E0,7.0,4.5,1.45,7.5,4.33,1.45
5164,E0,1.8,3.8,4.2,1.85,3.8,4.1
5165,E0,3.5,3.4,2.1,3.5,3.5,2.1
5166,E0,2.37,3.1,3.2,2.38,3.1,3.25
5167,E0,1.28,5.75,9.5,1.33,5.5,8.5
5168,E0,2.7,3.5,2.5,2.7,3.4,2.6
5169,E0,2.37,3.2,3.1,2.45,3.13,3.1
5170,E0,10.0,5.5,1.3,10.0,5.5,1.3
5171,E0,1.83,3.8,4.0,1.87,3.8,4.0
5172,E0,1.85,3.6,4.2,1.91,3.5,4.2
5173,E0,1.66,3.75,5.25,1.7,3.7,5.25
5174,E0,1.22,6.5,12.0,1.29,5.5,11.5
5175,E0,2.75,3.2,2.7,2.75,3.1,2.75
5176,E0,8.5,5.5,1.33,9.5,5.25,1.33
5177,E0,2.37,3.3,3.0,2.38,3.4,3.0
5178,E0,5.0,3.8,1.7,4.8,3.75,1.73
5179,E0,2.0,3.3,4.0,2.0,3.25,4.1
5180,E0,1.44,4.5,7.0,1.44,4.6,7.0
5181,E0,2.15,3.2,3.6,2.15,3.2,3.7
5182,E0,2.62,3.4,2.7,2.63,3.3,2.75
5183,E0,2.87,3.5,2.4,2.88,3.5,2.4
5184,E0,6.5,4.33,1.5,6.5,4.33,1.5
5185,E0,1.28,5.5,10.0,1.25,5.75,12.0
5186,E0,1.7,3.5,5.5,1.73,3.5,5.5
5187,E0,2.25,3.5,3.1,2.3,3.6,3.0
5188,E0,1.22,6.5,12.0,1.22,6.5,12.0
5189,E0,4.2,3.3,1.95,4.2,3.4,1.93
5190,E0,2.15,3.6,3.2,2.2,3.6,3.13
5191,E0,3.5,3.2,2.2,3.5,3.1,2.25
5192,E0,3.5,3.2,2.2,3.5,3.1,2.25
5193,E0,2.5,3.4,2.8,2.5,3.3,2.9
5194,E0,1.53,4.0,6.5,1.53,4.1,6.5
5195,E0,2.15,3.4,3.4,2.25,3.3,3.25
5196,E0,8.0,5.0,1.36,8.0,4.75,1.4
